userId,movieId,rating,timestamp,tmdbId,title
1,31,2.5,2009-12-14 02:52:24,9909,Dangerous Minds
1,1029,3.0,2009-12-14 02:52:59,11360,Dumbo
1,1061,3.0,2009-12-14 02:53:02,819,Sleepers
1,1129,2.0,2009-12-14 02:53:05,1103,Escape from New York
1,1172,4.0,2009-12-14 02:53:25,11216,Cinema Paradiso
1,1263,2.0,2009-12-14 02:52:31,11778,The Deer Hunter
1,1287,2.0,2009-12-14 02:53:07,665,Ben-Hur
1,1293,2.0,2009-12-14 02:52:28,783,Gandhi
1,1339,3.5,2009-12-14 02:52:05,6114,Dracula
1,1343,2.0,2009-12-14 02:52:11,1598,Cape Fear
1,1371,2.5,2009-12-14 02:52:15,152,Star Trek: The Motion Picture
1,1405,1.0,2009-12-14 02:53:23,3179,Beavis and Butt-Head Do America
1,1953,4.0,2009-12-14 02:53:11,1051,The French Connection
1,2105,4.0,2009-12-14 02:52:19,97,Tron
1,2150,3.0,2009-12-14 02:53:14,8393,The Gods Must Be Crazy
1,2193,2.0,2009-12-14 02:53:18,847,Willow
1,2294,2.0,2009-12-14 02:51:48,8916,Antz
1,2455,2.5,2009-12-14 02:51:53,9426,The Fly
1,2968,1.0,2009-12-14 02:53:20,36819,Time Bandits
1,3671,3.0,2009-12-14 02:51:57,11072,Blazing Saddles
2,10,4.0,1996-06-21 11:11:33,710,GoldenEye
2,17,5.0,1996-06-21 11:14:41,4584,Sense and Sensibility
2,39,5.0,1996-06-21 11:13:24,9603,Clueless
2,47,4.0,1996-06-21 11:12:32,807,Se7en
2,50,4.0,1996-06-21 11:13:06,629,The Usual Suspects
2,52,3.0,1996-06-21 11:20:31,11448,Mighty Aphrodite
2,62,3.0,1996-06-21 11:15:49,2054,Mr. Holland's Opus
2,110,4.0,1996-06-21 11:12:12,197,Braveheart
2,144,3.0,1996-06-21 11:20:16,16388,The Brothers McMullen
2,150,5.0,1996-06-21 11:09:55,568,Apollo 13
2,153,4.0,1996-06-21 11:10:41,414,Batman Forever
2,161,3.0,1996-06-21 11:11:33,8963,Crimson Tide
2,165,3.0,1996-06-21 11:10:41,1572,Die Hard: With a Vengeance
2,168,3.0,1996-06-21 11:15:10,6520,First Knight
2,185,3.0,1996-06-21 11:11:51,1642,The Net
2,186,3.0,1996-06-21 11:14:24,11472,Nine Months
2,208,3.0,1996-06-21 11:11:51,9804,Waterworld
2,222,5.0,1996-06-21 11:17:20,22625,Circle of Friends
2,223,1.0,1996-06-21 11:15:49,2292,Clerks
2,225,3.0,1996-06-21 11:12:32,8984,Disclosure
2,235,3.0,1996-06-21 11:14:24,522,Ed Wood
2,248,3.0,1996-06-21 11:18:16,17207,Houseguest
2,253,4.0,1996-06-21 11:11:51,628,Interview with the Vampire
2,261,4.0,1996-06-21 11:14:41,9587,Little Women
2,265,5.0,1996-06-21 11:14:57,18183,Like Water for Chocolate
2,266,5.0,1996-06-21 11:13:06,4476,Legends of the Fall
2,272,3.0,1996-06-21 11:16:07,11318,The Madness of King George
2,273,4.0,1996-06-21 11:16:19,3036,Mary Shelley's Frankenstein
2,292,3.0,1996-06-21 11:11:32,6950,Outbreak
2,296,4.0,1996-06-21 11:09:55,680,Pulp Fiction
2,300,3.0,1996-06-21 11:12:12,11450,Quiz Show
2,314,4.0,1996-06-21 11:20:44,14334,The Secret of Roan Inish
2,317,2.0,1996-06-21 11:12:31,11395,The Santa Clause
2,319,1.0,1996-06-21 11:18:38,9905,Shallow Grave
2,339,3.0,1996-06-21 11:11:32,2064,While You Were Sleeping
2,349,4.0,1996-06-21 11:10:41,9331,Clear and Present Danger
2,350,4.0,1996-06-21 11:14:57,10731,The Client
2,356,3.0,1996-06-21 11:13:48,13,Forrest Gump
2,357,3.0,1996-06-21 11:15:49,712,Four Weddings and a Funeral
2,364,3.0,1996-06-21 11:13:24,8587,The Lion King
2,367,3.0,1996-06-21 11:13:39,854,The Mask
2,370,2.0,1996-06-21 11:18:52,36593,The Naked Gun 33⅓: The Final Insult
2,371,3.0,1996-06-21 11:19:28,12280,The Paper
2,372,3.0,1996-06-21 11:21:34,2788,Reality Bites
2,377,3.0,1996-06-21 11:15:10,1637,Speed
2,382,3.0,1996-06-21 11:22:45,10395,Wolf
2,405,2.0,1996-06-21 11:24:06,8011,Highlander: The Final Dimension
2,410,3.0,1996-06-21 11:12:12,2758,Addams Family Values
2,454,4.0,1996-06-21 11:13:24,37233,The Firm
2,457,3.0,1996-06-21 11:11:51,5503,The Fugitive
2,468,4.0,1996-06-21 11:16:30,10612,The Englishman Who Went Up a Hill But Came Down a Mountain
2,474,2.0,1996-06-21 11:17:08,9386,In the Line of Fire
2,480,4.0,1996-06-21 11:14:03,329,Jurassic Park
2,485,3.0,1996-06-21 11:18:38,9593,Last Action Hero
2,497,3.0,1996-06-21 11:18:00,11971,Much Ado About Nothing
2,500,4.0,1996-06-21 11:15:31,788,Mrs. Doubtfire
2,508,4.0,1996-06-21 11:17:40,9800,Philadelphia
2,509,4.0,1996-06-21 11:15:19,713,The Piano
2,515,4.0,1996-06-21 11:16:57,1245,The Remains of the Day
2,527,4.0,1996-06-21 11:15:31,424,Schindler's List
2,537,4.0,1996-06-21 11:23:19,12519,Sirens
2,539,3.0,1996-06-21 11:16:07,858,Sleepless in Seattle
2,550,3.0,1996-06-21 11:21:49,10635,Threesome
2,551,5.0,1996-06-21 11:16:07,9479,The Nightmare Before Christmas
2,552,3.0,1996-06-21 11:17:40,10057,The Three Musketeers
2,585,5.0,1996-06-21 11:16:57,9066,The Brady Bunch Movie
2,586,3.0,1996-06-21 11:16:30,771,Home Alone
2,587,3.0,1996-06-21 11:16:19,251,Ghost
2,588,3.0,1996-06-21 11:10:41,812,Aladdin
2,589,5.0,1996-06-21 11:14:57,280,Terminator 2: Judgment Day
2,590,5.0,1996-06-21 11:09:55,581,Dances with Wolves
2,592,5.0,1996-06-21 11:09:55,268,Batman
2,593,3.0,1996-06-21 11:11:51,274,The Silence of the Lambs
2,616,3.0,1996-06-21 11:18:52,10112,The Aristocats
2,661,4.0,1996-06-21 11:22:21,10539,James and the Giant Peach
3,60,3.0,2011-02-28 02:54:35,11359,The Indian in the Cupboard
3,110,4.0,2011-02-28 19:40:49,197,Braveheart
3,247,3.5,2011-02-28 02:53:57,1024,Heavenly Creatures
3,267,3.0,2011-02-28 02:56:01,11008,Major Payne
3,296,4.5,2011-02-28 03:06:58,680,Pulp Fiction
3,318,5.0,2011-02-28 03:02:01,278,The Shawshank Redemption
3,355,2.5,2011-02-28 02:53:09,888,The Flintstones
3,356,5.0,2011-02-28 03:02:47,13,Forrest Gump
3,377,2.5,2011-02-28 20:00:42,1637,Speed
3,527,3.0,2011-02-28 03:08:48,424,Schindler's List
3,588,3.0,2011-02-28 19:41:40,812,Aladdin
3,592,3.0,2011-02-28 20:00:47,268,Batman
3,593,3.0,2011-02-28 19:37:20,274,The Silence of the Lambs
3,595,2.0,2011-02-28 20:01:00,10020,Beauty and the Beast
3,736,3.5,2011-02-28 22:39:47,664,Twister
3,778,4.0,2011-02-28 03:19:17,627,Trainspotting
3,866,3.0,2011-02-28 02:54:47,9303,Bound
3,1197,5.0,2011-02-28 22:39:30,2493,The Princess Bride
3,1210,3.0,2011-02-28 19:36:35,1892,Return of the Jedi
3,1235,4.0,2011-02-28 02:53:48,343,Harold and Maude
3,1271,3.0,2011-02-28 02:53:25,1633,Fried Green Tomatoes
3,1378,4.0,2011-02-28 02:54:18,11967,Young Guns
3,1580,3.5,2011-02-28 19:41:29,607,Men in Black
3,1721,4.5,2011-02-28 20:00:36,597,Titanic
3,1884,4.0,2011-02-28 03:19:03,1878,Fear and Loathing in Las Vegas
3,2028,4.0,2011-02-28 19:37:42,857,Saving Private Ryan
3,2318,4.0,2011-02-28 02:55:53,10683,Happiness
3,2513,3.0,2011-02-28 02:56:29,8913,Pet Sematary
3,2694,3.0,2011-02-28 03:11:50,9032,Big Daddy
3,2702,3.5,2011-02-28 02:56:36,10279,Summer of Sam
3,2716,3.0,2011-02-28 20:13:37,620,Ghostbusters
3,2762,3.5,2011-02-28 19:40:57,745,The Sixth Sense
3,2841,4.0,2011-02-28 02:55:33,11601,Stir of Echoes
3,2858,4.0,2011-02-28 19:37:05,14,American Beauty
3,2959,5.0,2011-02-28 03:14:34,550,Fight Club
3,3243,3.0,2011-02-28 02:59:28,10406,Encino Man
3,3510,4.0,2011-02-28 02:53:53,10559,Frequency
3,3949,5.0,2011-02-28 03:19:34,641,Requiem for a Dream
3,5349,3.0,2011-02-28 20:01:06,557,Spider-Man
3,5669,3.5,2011-02-28 03:11:12,1430,Bowling for Columbine
3,6377,3.0,2011-02-28 19:41:20,12,Finding Nemo
3,7153,2.5,2011-02-28 19:36:27,122,The Lord of the Rings: The Return of the King
3,7361,3.0,2011-02-28 19:41:05,38,Eternal Sunshine of the Spotless Mind
3,8622,3.5,2011-02-28 02:54:10,1777,Fahrenheit 9/11
3,8636,3.0,2011-02-28 22:39:26,558,Spider-Man 2
3,27369,3.5,2011-02-28 03:09:15,44756,Is It Fall Yet?
3,44191,3.5,2011-02-28 22:39:00,752,V for Vendetta
3,48783,4.5,2011-02-28 03:06:01,3683,Flags of Our Fathers
3,50068,4.5,2011-02-28 03:07:47,1251,Letters from Iwo Jima
3,58559,3.0,2011-02-28 19:41:11,155,The Dark Knight
3,84236,4.0,2011-02-28 19:42:10,34767,The White Stripes: Under Great White Northern Lights
